,ftot
606,0.10291595197255575
607,0.0
608,0.30874785591766724
609,0.08576329331046312
610,0.3773584905660377
611,0.3773584905660377
612,0.137221269296741
613,0.051457975986277875
614,0.17152658662092624
615,0.25728987993138935
616,0.03430531732418525
617,0.22298456260720412
618,0.24013722126929674
619,0.34305317324185247
620,0.12006861063464837
621,0.051457975986277875
622,0.44596912521440824
623,0.0686106346483705
624,0.3773584905660377
625,0.18867924528301885
626,0.08576329331046312
627,0.22298456260720412
628,0.15437392795883362
629,0.017152658662092625
630,0.15437392795883362
631,0.34305317324185247
632,0.137221269296741
633,0.34305317324185247
634,0.22298456260720412
635,0.2058319039451115
636,0.29159519725557465
637,0.051457975986277875
638,0.34305317324185247
639,0.3602058319039452
640,0.17152658662092624
641,0.22298456260720412
642,0.0686106346483705
643,0.0686106346483705
644,0.22298456260720412
645,0.24013722126929674
646,0.3259005145797599
647,0.4288164665523156
648,0.25728987993138935
649,0.18867924528301885
650,0.3773584905660377
651,0.18867924528301885
652,0.17152658662092624
653,0.29159519725557465
654,0.2058319039451115
655,0.10291595197255575
656,0.17152658662092624
657,0.34305317324185247
658,0.6174957118353345
659,0.29159519725557465
660,0.03430531732418525
661,0.22298456260720412
662,0.22298456260720412
663,0.6003430531732419
664,0.44596912521440824
665,0.3259005145797599
666,0.24013722126929674
667,0.3259005145797599
668,0.17152658662092624
669,0.4288164665523156
670,0.051457975986277875
671,0.051457975986277875
672,0.411663807890223
673,0.12006861063464837
674,0.22298456260720412
675,0.29159519725557465
676,0.34305317324185247
677,0.39451114922813035
678,0.6861063464837049
679,0.29159519725557465
680,0.274442538593482
681,0.2058319039451115
682,0.17152658662092624
683,0.34305317324185247
684,0.17152658662092624
685,0.4631217838765009
686,0.051457975986277875
687,0.29159519725557465
688,0.30874785591766724
689,0.12006861063464837
690,0.3773584905660377
691,0.4288164665523156
692,0.34305317324185247
693,0.25728987993138935
694,0.411663807890223
695,0.22298456260720412
696,0.34305317324185247
697,0.3259005145797599
698,0.017152658662092625
699,0.03430531732418525
700,0.051457975986277875
701,0.25728987993138935
702,0.17152658662092624
703,0.051457975986277875
704,0.5317324185248713
705,0.4288164665523156
706,0.08576329331046312
707,0.411663807890223
708,0.24013722126929674
709,0.03430531732418525
710,0.274442538593482
711,0.3602058319039452
712,0.10291595197255575
713,0.08576329331046312
714,0.15437392795883362
715,0.274442538593482
716,0.2058319039451115
717,0.24013722126929674
718,0.3773584905660377
719,0.3773584905660377
720,0.3773584905660377
721,0.10291595197255575
722,0.03430531732418525
723,0.17152658662092624
724,0.03430531732418525
725,0.29159519725557465
726,0.44596912521440824
727,0.3773584905660377
728,0.3773584905660377
729,0.48027444253859347
730,0.29159519725557465
731,0.03430531732418525
732,0.051457975986277875
733,0.34305317324185247
734,0.18867924528301885
735,0.30874785591766724
736,0.08576329331046312
737,0.34305317324185247
738,0.22298456260720412
739,0.3259005145797599
740,0.29159519725557465
741,0.15437392795883362
742,0.051457975986277875
743,0.12006861063464837
744,0.017152658662092625
745,0.017152658662092625
746,0.25728987993138935
747,0.017152658662092625
748,0.411663807890223
749,0.411663807890223
750,0.29159519725557465
751,0.18867924528301885
752,0.34305317324185247
753,0.4288164665523156
754,0.18867924528301885
755,0.274442538593482
756,0.17152658662092624
757,0.051457975986277875
758,0.15437392795883362
759,0.08576329331046312
760,0.274442538593482
761,0.051457975986277875
762,0.0686106346483705
763,0.39451114922813035
764,0.411663807890223
765,0.0686106346483705
766,0.051457975986277875
767,0.18867924528301885
768,0.17152658662092624
769,0.39451114922813035
770,0.39451114922813035
771,0.411663807890223
772,0.18867924528301885
773,0.137221269296741
774,0.22298456260720412
775,0.29159519725557465
776,0.411663807890223
777,0.051457975986277875
778,0.34305317324185247
779,0.22298456260720412
780,0.4288164665523156
781,0.30874785591766724
782,0.3602058319039452
783,0.5317324185248713
784,0.10291595197255575
785,0.3602058319039452
786,0.5145797598627787
787,0.5317324185248713
788,0.34305317324185247
789,0.3602058319039452
790,0.051457975986277875
791,0.03430531732418525
792,0.4631217838765009
793,0.03430531732418525
794,0.2058319039451115
795,0.25728987993138935
796,0.48027444253859347
797,0.051457975986277875
798,0.051457975986277875
799,0.2058319039451115
800,0.0686106346483705
801,0.274442538593482
802,0.3773584905660377
803,0.18867924528301885
804,0.39451114922813035
805,0.4974271012006861
806,0.34305317324185247
807,0.03430531732418525
808,0.39451114922813035
809,0.44596912521440824
810,0.5317324185248713
811,1.012006861063465
812,0.5317324185248713
813,0.4288164665523156
814,0.24013722126929674
815,0.15437392795883362
816,0.08576329331046312
817,0.7718696397941681
818,0.44596912521440824
819,0.7547169811320754
820,0.017152658662092625
821,0.3773584905660377
822,0.411663807890223
823,0.4974271012006861
824,0.7547169811320754
825,0.34305317324185247
826,0.274442538593482
827,0.48027444253859347
828,0.4631217838765009
829,0.48027444253859347
830,0.24013722126929674
831,0.29159519725557465
832,0.29159519725557465
833,0.137221269296741
834,0.17152658662092624
835,0.017152658662092625
836,0.051457975986277875
837,0.30874785591766724
838,0.3773584905660377
839,0.39451114922813035
840,0.29159519725557465
841,0.12006861063464837
842,0.18867924528301885
843,0.3602058319039452
844,0.34305317324185247
845,0.017152658662092625
846,0.4631217838765009
847,0.2058319039451115
848,0.4288164665523156
849,0.34305317324185247
850,0.18867924528301885
851,0.44596912521440824
852,0.17152658662092624
853,0.10291595197255575
854,0.0686106346483705
855,0.24013722126929674
856,0.34305317324185247
857,0.2058319039451115
858,0.48027444253859347
859,0.4631217838765009
860,0.22298456260720412
861,0.5145797598627787
862,0.39451114922813035
863,0.30874785591766724
864,0.30874785591766724
865,0.03430531732418525
866,0.4288164665523156
867,0.08576329331046312
868,0.22298456260720412
869,0.5145797598627787
870,0.22298456260720412
871,0.34305317324185247
872,0.3773584905660377
873,0.15437392795883362
874,0.051457975986277875
875,0.0686106346483705
876,0.017152658662092625
877,0.137221269296741
878,0.03430531732418525
879,0.10291595197255575
880,0.12006861063464837
881,0.3773584905660377
882,0.34305317324185247
883,0.3602058319039452
884,0.411663807890223
885,0.0686106346483705
886,0.3602058319039452
887,0.017152658662092625
888,0.4631217838765009
889,0.4288164665523156
890,0.48027444253859347
891,0.3259005145797599
892,0.12006861063464837
893,0.4288164665523156
894,0.6689536878216124
895,0.3602058319039452
896,0.017152658662092625
897,0.03430531732418525
898,0.274442538593482
899,0.22298456260720412
900,0.18867924528301885
901,0.017152658662092625
902,0.39451114922813035
903,0.22298456260720412
904,0.03430531732418525
905,0.18867924528301885
906,0.25728987993138935
907,0.44596912521440824
908,0.39451114922813035
909,0.3773584905660377
910,0.08576329331046312
911,0.411663807890223
912,0.411663807890223
913,0.548885077186964
914,0.2058319039451115
915,0.12006861063464837
916,0.3602058319039452
917,0.2058319039451115
918,0.22298456260720412
919,0.34305317324185247
920,0.18867924528301885
921,0.03430531732418525
922,0.22298456260720412
923,0.03430531732418525
924,0.18867924528301885
925,0.7375643224699828
926,0.051457975986277875
927,0.137221269296741
928,0.12006861063464837
929,0.30874785591766724
930,0.3602058319039452
931,0.29159519725557465
932,0.2058319039451115
933,0.3259005145797599
934,0.0686106346483705
935,0.3773584905660377
936,0.4288164665523156
937,0.3259005145797599
938,0.017152658662092625
939,0.18867924528301885
940,0.03430531732418525
941,0.9090909090909092
942,0.274442538593482
943,0.3602058319039452
944,0.2058319039451115
945,0.39451114922813035
946,0.22298456260720412
947,0.15437392795883362
948,0.39451114922813035
949,0.137221269296741
950,0.18867924528301885
951,0.4631217838765009
952,0.10291595197255575
953,0.17152658662092624
954,0.25728987993138935
955,0.18867924528301885
956,0.0686106346483705
957,0.3773584905660377
958,0.7375643224699828
959,0.6861063464837049
960,0.4288164665523156
961,0.9090909090909092
962,0.03430531732418525
963,0.08576329331046312
964,0.8576329331046312
965,0.24013722126929674
966,0.137221269296741
967,0.22298456260720412
968,0.24013722126929674
969,0.017152658662092625
970,0.10291595197255575
971,0.03430531732418525
972,0.44596912521440824
973,0.18867924528301885
974,0.34305317324185247
975,0.051457975986277875
976,0.017152658662092625
977,0.051457975986277875
978,0.051457975986277875
979,0.17152658662092624
980,0.6003430531732419
981,0.0
982,0.0
983,0.7032590051457976
984,0.051457975986277875
985,0.9090909090909092
986,0.7547169811320754
987,0.30874785591766724
988,0.4288164665523156
989,0.08576329331046312
990,0.0
991,0.03430531732418525
992,0.08576329331046312
993,0.34305317324185247
994,0.22298456260720412
995,0.03430531732418525
996,0.22298456260720412
997,0.3773584905660377
998,0.34305317324185247
999,0.137221269296741
1000,0.39451114922813035
1001,0.34305317324185247
1002,0.15437392795883362
1003,0.4288164665523156
1004,0.39451114922813035
1005,0.08576329331046312
1006,0.274442538593482
1007,0.017152658662092625
1008,0.30874785591766724
1009,0.15437392795883362
1010,0.548885077186964
1011,0.08576329331046312
1012,0.18867924528301885
1013,0.548885077186964
1014,0.5317324185248713
1015,0.017152658662092625
1016,0.3259005145797599
1017,0.2058319039451115
1018,0.12006861063464837
1019,0.24013722126929674
1020,0.2058319039451115
1021,0.03430531732418525
1022,0.39451114922813035
1023,0.0686106346483705
1024,0.34305317324185247
1025,0.0686106346483705
1026,0.2058319039451115
1027,0.5145797598627787
1028,0.10291595197255575
1029,0.24013722126929674
1030,0.3259005145797599
1031,0.24013722126929674
1032,0.5145797598627787
1033,0.6346483704974271
1034,0.48027444253859347
1035,0.0686106346483705
1036,0.5317324185248713
1037,0.22298456260720412
1038,0.03430531732418525
1039,0.051457975986277875
1040,0.137221269296741
1041,0.0686106346483705
1042,0.10291595197255575
1043,0.7375643224699828
1044,0.4288164665523156
1045,0.017152658662092625
1046,0.137221269296741
1047,0.6689536878216124
1048,0.274442538593482
1049,0.08576329331046312
1050,0.4288164665523156
1051,0.4974271012006861
1052,0.3259005145797599
1053,0.30874785591766724
1054,0.0686106346483705
1055,0.8919382504288165
1056,0.03430531732418525
1057,0.051457975986277875
1058,0.6346483704974271
1059,0.22298456260720412
1060,0.22298456260720412
1061,0.25728987993138935
1062,0.3259005145797599
1063,0.17152658662092624
1064,0.6861063464837049
1065,0.22298456260720412
1066,0.30874785591766724
1067,0.03430531732418525
1068,0.22298456260720412
1069,0.29159519725557465
1070,0.051457975986277875
1071,0.12006861063464837
1072,0.39451114922813035
1073,0.3602058319039452
1074,0.15437392795883362
1075,0.12006861063464837
1076,0.03430531732418525
1077,0.5145797598627787
1078,0.5660377358490566
1079,0.411663807890223
1080,0.4631217838765009
1081,0.548885077186964
1082,0.22298456260720412
1083,0.24013722126929674
1084,0.051457975986277875
1085,0.03430531732418525
1086,0.2058319039451115
1087,0.5145797598627787
1088,0.22298456260720412
1089,0.34305317324185247
1090,0.34305317324185247
1091,0.08576329331046312
1092,0.03430531732418525
1093,0.10291595197255575
1094,0.017152658662092625
1095,0.051457975986277875
1096,0.4631217838765009
1097,0.274442538593482
1098,0.24013722126929674
1099,0.3773584905660377
1100,0.39451114922813035
1101,0.3773584905660377
1102,0.051457975986277875
1103,0.25728987993138935
1104,0.24013722126929674
1105,0.5317324185248713
1106,0.12006861063464837
1107,0.22298456260720412
1108,0.4288164665523156
1109,0.3773584905660377
1110,0.4631217838765009
1111,0.9090909090909092
1112,0.5660377358490566
1113,0.30874785591766724
1114,0.6003430531732419
1115,0.7718696397941681
1116,0.0
1117,0.03430531732418525
1118,0.22298456260720412
1119,0.274442538593482
1120,0.08576329331046312
1121,0.08576329331046312
1122,0.5831903945111493
1123,0.2058319039451115
1124,0.548885077186964
1125,0.137221269296741
1126,0.411663807890223
1127,0.3602058319039452
1128,0.08576329331046312
1129,0.39451114922813035
1130,0.411663807890223
1131,0.08576329331046312
1132,0.0686106346483705
1133,0.823327615780446
1134,0.9433962264150944
1135,0.051457975986277875
1136,0.017152658662092625
1137,0.5831903945111493
1138,0.2058319039451115
1139,0.48027444253859347
1140,0.08576329331046312
1141,0.34305317324185247
1142,0.15437392795883362
1143,0.6518010291595198
1144,0.29159519725557465
1145,0.10291595197255575
1146,0.44596912521440824
1147,0.29159519725557465
1148,0.137221269296741
1149,0.12006861063464837
1150,0.3259005145797599
1151,0.274442538593482
1152,0.548885077186964
1153,0.24013722126929674
1154,0.0686106346483705
1155,0.7547169811320754
1156,0.12006861063464837
1157,0.08576329331046312
1158,0.22298456260720412
1159,0.0686106346483705
1160,1.3722126929674099
1161,0.25728987993138935
1162,0.2058319039451115
1163,0.051457975986277875
1164,0.0
1165,0.4288164665523156
1166,0.6003430531732419
1167,0.25728987993138935
1168,0.274442538593482
1169,0.6689536878216124
1170,0.4288164665523156
1171,0.017152658662092625
1172,0.22298456260720412
1173,0.48027444253859347
1174,0.25728987993138935
1175,0.7890222984562607
1176,0.6861063464837049
1177,0.9948542024013722
1178,0.4974271012006861
1179,0.39451114922813035
1180,0.3773584905660377
1181,0.3773584905660377
1182,0.15437392795883362
1183,0.4288164665523156
1184,0.8576329331046312
1185,0.44596912521440824
1186,0.17152658662092624
1187,0.4288164665523156
1188,0.2058319039451115
1189,0.017152658662092625
1190,0.2058319039451115
1191,0.9433962264150944
1192,0.274442538593482
1193,0.137221269296741
1194,0.44596912521440824
1195,0.17152658662092624
1196,0.17152658662092624
1197,0.39451114922813035
1198,0.10291595197255575
1199,0.0686106346483705
1200,0.48027444253859347
1201,0.48027444253859347
1202,0.823327615780446
1203,0.3602058319039452
1204,0.8919382504288165
1205,0.03430531732418525
1206,0.3602058319039452
1207,0.15437392795883362
1208,0.051457975986277875
1209,0.137221269296741
1210,0.08576329331046312
1211,0.7890222984562607
1212,0.3602058319039452
1213,0.15437392795883362
1214,0.017152658662092625
1215,0.5317324185248713
1216,0.6518010291595198
1217,0.03430531732418525
1218,0.29159519725557465
1219,0.2058319039451115
1220,0.17152658662092624
1221,0.12006861063464837
1222,0.17152658662092624
1223,0.24013722126929674
1224,0.274442538593482
1225,0.24013722126929674
1226,0.34305317324185247
1227,0.24013722126929674
1228,0.4974271012006861
1229,0.03430531732418525
1230,0.274442538593482
1231,0.411663807890223
1232,0.4974271012006861
1233,0.051457975986277875
1234,0.9090909090909092
1235,0.2058319039451115
1236,0.18867924528301885
1237,0.03430531732418525
1238,0.44596912521440824
1239,0.3773584905660377
1240,0.3602058319039452
1241,0.274442538593482
1242,0.7375643224699828
1243,0.18867924528301885
1244,0.39451114922813035
1245,0.03430531732418525
1246,0.12006861063464837
1247,0.17152658662092624
1248,0.03430531732418525
1249,0.051457975986277875
1250,0.6861063464837049
1251,0.24013722126929674
1252,0.8576329331046312
1253,0.17152658662092624
1254,0.051457975986277875
1255,0.5660377358490566
1256,0.12006861063464837
1257,0.051457975986277875
1258,0.6346483704974271
1259,0.051457975986277875
1260,0.12006861063464837
1261,0.03430531732418525
1262,0.08576329331046312
